Department;Source_Type;Fiscal_Year;Quarter;Emissions_mtCO2e;Consumption;Consumption_Units
Contract Administration/Purchasing, Office of;B5;2012;Q1;0.00;0.00;B5 (gallons)
Contract Administration/Purchasing, Office of;CNG;2012;Q1;0.15449415599999999;24.999999762000002;CNG (GGE)
Contract Administration/Purchasing, Office of;Gasoline;2012;Q1;1.1324128069999999;126.20000171700001;Gasoline (gallons)
Contract Administration/Purchasing, Office of;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Contract Administration/Purchasing, Office of;B20;2012;Q2;0.00;0.00;B20 (gallons)
Contract Administration/Purchasing, Office of;B5;2012;Q2;0.00;0.00;B5 (gallons)
Contract Administration/Purchasing, Office of;CNG;2012;Q2;0.123595329;20.000000477;CNG (GGE)
Contract Administration/Purchasing, Office of;Gasoline;2012;Q2;1.4096834309999999;157.09999942799999;Gasoline (gallons)
Contract Administration/Purchasing, Office of;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Contract Administration/Purchasing, Office of;B20;2012;Q3;0.00;0.00;B20 (gallons)
Contract Administration/Purchasing, Office of;B5;2012;Q3;0.00;0.00;B5 (gallons)
Contract Administration/Purchasing, Office of;CNG;2012;Q3;0.14707843800000001;23.799999952;CNG (GGE)
Contract Administration/Purchasing, Office of;Gasoline;2012;Q3;1.6268339190000001;181.30000124099999;Gasoline (gallons)
Contract Administration/Purchasing, Office of;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Contract Administration/Purchasing, Office of;B20;2012;Q4;0.00;0.00;B20 (gallons)
Contract Administration/Purchasing, Office of;B5;2012;Q4;0.00;0.00;B5 (gallons)
Contract Administration/Purchasing, Office of;CNG;2012;Q4;0.15016832399999999;24.300000429000001;CNG (GGE)
Contract Administration/Purchasing, Office of;Gasoline;2012;Q4;1.764123259;196.600000381;Gasoline (gallons)
Contract Administration/Purchasing, Office of;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Contract Administration/Purchasing, Office of;Electric;2012;Q1;0.00;24,599.778170816;Electric (kWh)
Contract Administration/Purchasing, Office of;Electric;2012;Q2;0.00;23,287.163067973001;Electric (kWh)
Contract Administration/Purchasing, Office of;Electric;2012;Q3;0.00;19,185.487480135998;Electric (kWh)
Contract Administration/Purchasing, Office of;Electric;2012;Q4;0.00;19,209.244103678;Electric (kWh)
Controller’s Office;Electric;2012;Q1;0.00;213,849.11601571599;Electric (kWh)
Controller’s Office;Natural Gas;2012;Q1;1.9321588919999999;362.93622764899999;Natural Gas (therms)
Controller’s Office;Steam;2012;Q1;42.051567347000002;465,867.971883205;Steam (lbs)
Controller’s Office;Electric;2012;Q2;0.00;209,802.86131184499;Electric (kWh)
Controller’s Office;Natural Gas;2012;Q2;1.9089480759999999;358.576313986;Natural Gas (therms)
Controller’s Office;Steam;2012;Q2;54.28879594;601,438.01661112101;Steam (lbs)
Controller’s Office;Electric;2012;Q3;0.00;205,049.68036368099;Electric (kWh)
Controller’s Office;Natural Gas;2012;Q3;3.8654500180000002;726.085134014;Natural Gas (therms)
Controller’s Office;Steam;2012;Q3;100.55684297800001;1,172,960.99029468;Steam (lbs)
Controller’s Office;Electric;2012;Q4;0.00;210,919.675109345;Electric (kWh)
Controller’s Office;Natural Gas;2012;Q4;2.3818448609999998;447.40512407400001;Natural Gas (therms)
Controller’s Office;Steam;2012;Q4;45.038784671000002;525,361.93366049696;Steam (lbs)
Convention Facilities Department;B20;2012;Q1;0.00;0.00;B20 (gallons)
Convention Facilities Department;B5;2012;Q1;0.00;0.00;B5 (gallons)
Convention Facilities Department;CNG;2012;Q1;0.00;0.00;CNG (GGE)
Convention Facilities Department;Gasoline;2012;Q1;0.65862995800000002;73.400001525999997;Gasoline (gallons)
Convention Facilities Department;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Convention Facilities Department;B20;2012;Q2;0.00;0.00;B20 (gallons)
Convention Facilities Department;B5;2012;Q2;0.00;0.00;B5 (gallons)
Convention Facilities Department;CNG;2012;Q2;0.00;0.00;CNG (GGE)
Convention Facilities Department;Gasoline;2012;Q2;0.46301504199999999;51.599998474000003;Gasoline (gallons)
Convention Facilities Department;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Convention Facilities Department;B20;2012;Q3;0.00;0.00;B20 (gallons)
Convention Facilities Department;B5;2012;Q3;0.00;0.00;B5 (gallons)
Convention Facilities Department;CNG;2012;Q3;0.053763966000000003;8.6999998089999995;CNG (GGE)
Convention Facilities Department;Gasoline;2012;Q3;0.44955531900000001;50.100000381000001;Gasoline (gallons)
Convention Facilities Department;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Convention Facilities Department;B20;2012;Q4;0.00;0.00;B20 (gallons)
Convention Facilities Department;B5;2012;Q4;0.00;0.00;B5 (gallons)
Convention Facilities Department;CNG;2012;Q4;0.045112294999999997;7.3000001909999996;CNG (GGE)
Convention Facilities Department;Gasoline;2012;Q4;0.68824136599999997;76.699999332000004;Gasoline (gallons)
Convention Facilities Department;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Convention Facilities Department;Electric;2012;Q1;0.00;6,431,547.00;Electric (kWh)
Convention Facilities Department;Natural Gas;2012;Q1;32.431901449999998;6,092.00;Natural Gas (therms)
Convention Facilities Department;Steam;2012;Q1;549.37980241499997;6,086,300.00;Steam (lbs)
Convention Facilities Department;Electric;2012;Q2;0.00;5,898,473.00;Electric (kWh)
Convention Facilities Department;Natural Gas;2012;Q2;23.440194039000001;4,403.00;Natural Gas (therms)
Convention Facilities Department;Steam;2012;Q2;634.85172047799995;7,033,200.00;Steam (lbs)
Convention Facilities Department;Electric;2012;Q3;0.00;5,762,381.00;Electric (kWh)
Convention Facilities Department;Natural Gas;2012;Q3;15.603726715000001;2,931.00;Natural Gas (therms)
Convention Facilities Department;Steam;2012;Q3;764.51461022800004;8,917,800.00;Steam (lbs)
Convention Facilities Department;Electric;2012;Q4;0.00;5,587,208.00;Electric (kWh)
Convention Facilities Department;Natural Gas;2012;Q4;20.634610969000001;3,876.00;Natural Gas (therms)
Convention Facilities Department;Steam;2012;Q4;710.78820839900004;8,291,100.00;Steam (lbs)
County of SF Superior Court (Trial Courts);Electric;2012;Q1;0.00;687,397.00;Electric (kWh)
County of SF Superior Court (Trial Courts);Electric;2012;Q1;0.00;793,921.71149495197;Electric (kWh)
County of SF Superior Court (Trial Courts);Natural Gas;2012;Q1;208.48146805499999;39,161.105165162;Natural Gas (therms)
County of SF Superior Court (Trial Courts);Electric;2012;Q2;0.00;646,573.00;Electric (kWh)
County of SF Superior Court (Trial Courts);Electric;2012;Q2;0.00;759,236.74942324904;Electric (kWh)
County of SF Superior Court (Trial Courts);Natural Gas;2012;Q2;251.91226471799999;47,319.134803831003;Natural Gas (therms)
County of SF Superior Court (Trial Courts);Electric;2012;Q3;0.00;613,533.00;Electric (kWh)
County of SF Superior Court (Trial Courts);Electric;2012;Q3;0.00;708,792.51797569799;Electric (kWh)
County of SF Superior Court (Trial Courts);Natural Gas;2012;Q3;278.576482801;52,327.734648423;Natural Gas (therms)
County of SF Superior Court (Trial Courts);Electric;2012;Q4;0.00;634,880.00;Electric (kWh)
County of SF Superior Court (Trial Courts);Electric;2012;Q4;0.00;743,352.570717767;Electric (kWh)
County of SF Superior Court (Trial Courts);Natural Gas;2012;Q4;231.43478195399999;43,472.649725162999;Natural Gas (therms)
Department of Technology;B20;2012;Q1;0.42410199300000001;51.00;B20 (gallons)
Department of Technology;B5;2012;Q1;7.2220175290000004;732.69999599499999;B5 (gallons)
Department of Technology;CNG;2012;Q1;2.7351645609999999;442.59999883199998;CNG (GGE)
Department of Technology;Gasoline;2012;Q1;47.262530984000001;5,267.0999941829996;Gasoline (gallons)
Department of Technology;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Department of Technology;B20;2012;Q2;0.039083909;4.6999999280000004;B20 (gallons)
Department of Technology;B5;2012;Q2;4.4207382119999998;448.50000119200001;B5 (gallons)
Department of Technology;CNG;2012;Q2;3.7863428140000002;612.69999933199995;CNG (GGE)
Department of Technology;Gasoline;2012;Q2;40.205140767000003;4,480.6000079209998;Gasoline (gallons)
Department of Technology;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Department of Technology;B20;2012;Q3;1.444441512;173.700002074;B20 (gallons)
Department of Technology;B5;2012;Q3;5.3689544890000001;544.69999790199995;B5 (gallons)
Department of Technology;CNG;2012;Q3;3.8666797879999999;625.70000124000001;CNG (GGE)
Department of Technology;Gasoline;2012;Q3;51.731164706999998;5,765.0999989439997;Gasoline (gallons)
Department of Technology;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Department of Technology;B20;2012;Q4;0.59374278899999999;71.399999856999997;B20 (gallons)
Department of Technology;B5;2012;Q4;8.0568816180000002;817.40000021499998;B5 (gallons)
Department of Technology;CNG;2012;Q4;4.5928023260000002;743.20000074100005;CNG (GGE)
Department of Technology;Gasoline;2012;Q4;50.733349152000002;5,653.8999807829996;Gasoline (gallons)
Department of Technology;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Department of Technology;Electric;2012;Q1;0.00;461,244.98265802499;Electric (kWh)
Department of Technology;Natural Gas;2012;Q1;11.703822527;2,198.443003499;Natural Gas (therms)
Department of Technology;Steam;2012;Q1;5.6101660659999997;62,152.182477376002;Steam (lbs)
Department of Technology;Electric;2012;Q2;0.00;463,516.729933022;Electric (kWh)
Department of Technology;Natural Gas;2012;Q2;22.676245429000002;4,259.5000901840003;Natural Gas (therms)
Department of Technology;Steam;2012;Q2;7.2427540749999997;80,238.796425819004;Steam (lbs)
Department of Technology;Electric;2012;Q3;0.00;480,788.409475561;Electric (kWh)
Department of Technology;Natural Gas;2012;Q3;41.196405859000002;7,738.3222466719999;Natural Gas (therms)
Department of Technology;Steam;2012;Q3;13.415447361;156,486.579691113;Steam (lbs)
Department of Technology;Electric;2012;Q4;0.00;475,297.26854342298;Electric (kWh)
Department of Technology;Natural Gas;2012;Q4;20.931155566000001;3,931.7028606469999;Natural Gas (therms)
Department of Technology;Steam;2012;Q4;6.0086954510000004;70,089.365953924003;Steam (lbs)
District Attorney;B20;2012;Q1;0.00;0.00;B20 (gallons)
District Attorney;B5;2012;Q1;0.00;0.00;B5 (gallons)
District Attorney;CNG;2012;Q1;5.1446554759999996;832.50000372500006;CNG (GGE)
District Attorney;Gasoline;2012;Q1;21.911559328999999;2,441.8999916319999;Gasoline (gallons)
District Attorney;Propane;2012;Q1;0.00;0.00;Propane (gallons)
District Attorney;B20;2012;Q2;0.00;0.00;B20 (gallons)
District Attorney;B5;2012;Q2;0.00;0.00;B5 (gallons)
District Attorney;CNG;2012;Q2;4.6187573400000002;747.399999976;CNG (GGE)
District Attorney;Gasoline;2012;Q2;21.357915355999999;2,380.1999915239999;Gasoline (gallons)
District Attorney;Propane;2012;Q2;0.00;0.00;Propane (gallons)
District Attorney;B20;2012;Q3;0.00;0.00;B20 (gallons)
District Attorney;B5;2012;Q3;0.00;0.00;B5 (gallons)
District Attorney;CNG;2012;Q3;4.5835944709999996;741.71000031400001;CNG (GGE)
District Attorney;Gasoline;2012;Q3;22.560318866999999;2,514.1999993919999;Gasoline (gallons)
District Attorney;Propane;2012;Q3;0.00;0.00;Propane (gallons)
District Attorney;B20;2012;Q4;0.00;0.00;B20 (gallons)
District Attorney;B5;2012;Q4;0.00;0.00;B5 (gallons)
District Attorney;CNG;2012;Q4;5.7298793200000002;927.19999962300005;CNG (GGE)
District Attorney;Gasoline;2012;Q4;24.995634535000001;2,785.6000043150002;Gasoline (gallons)
District Attorney;Propane;2012;Q4;0.00;0.00;Propane (gallons)
District Attorney;Electric;2012;Q1;0.00;224,469.40048736299;Electric (kWh)
District Attorney;Natural Gas;2012;Q1;46.799243109000003;8,790.7577499679992;Natural Gas (therms)
District Attorney;Electric;2012;Q2;0.00;215,561.60711609901;Electric (kWh)
District Attorney;Natural Gas;2012;Q2;56.548447344000003;10,622.045758009999;Natural Gas (therms)
District Attorney;Electric;2012;Q3;0.00;199,623.28930433901;Electric (kWh)
District Attorney;Natural Gas;2012;Q3;62.533944454;11,746.359990579;Natural Gas (therms)
District Attorney;Electric;2012;Q4;0.00;213,762.59032728299;Electric (kWh)
District Attorney;Natural Gas;2012;Q4;51.951728494000001;9,758.5992752599996;Natural Gas (therms)
Elections;B20;2012;Q1;0.00;0.00;B20 (gallons)
Elections;B5;2012;Q1;0.00;0.00;B5 (gallons)
Elections;CNG;2012;Q1;0.00;0.00;CNG (GGE)
Elections;Gasoline;2012;Q1;1.4742901879999999;164.29999995200001;Gasoline (gallons)
Elections;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Elections;B20;2012;Q2;0.00;0.00;B20 (gallons)
Elections;B5;2012;Q2;0.00;0.00;B5 (gallons)
Elections;CNG;2012;Q2;0.00;0.00;CNG (GGE)
Elections;Gasoline;2012;Q2;2.815777631;313.80000257500001;Gasoline (gallons)
Elections;Propane;2012;Q2;0.215379348;37.700000285999998;Propane (gallons)
Elections;B20;2012;Q3;0.00;0.00;B20 (gallons)
Elections;B5;2012;Q3;0.00;0.00;B5 (gallons)
Elections;CNG;2012;Q3;0.00;0.00;CNG (GGE)
Elections;Gasoline;2012;Q3;0.76092396500000004;84.799999713999995;Gasoline (gallons)
Elections;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Elections;B20;2012;Q4;0.00;0.00;B20 (gallons)
Elections;B5;2012;Q4;0.00;0.00;B5 (gallons)
Elections;CNG;2012;Q4;0.00;0.00;CNG (GGE)
Elections;Gasoline;2012;Q4;5.4727302440000001;609.89999556500004;Gasoline (gallons)
Elections;Propane;2012;Q4;0.147966185;25.900000572;Propane (gallons)
Elections;Electric;2012;Q1;0.00;104,735.746367189;Electric (kWh)
Elections;Steam;2012;Q1;22.169204616999998;245,601.366241243;Steam (lbs)
Elections;Electric;2012;Q2;0.00;93,846.136245404996;Electric (kWh)
Elections;Steam;2012;Q2;28.620560458;317,072.66329557402;Steam (lbs)
Elections;Electric;2012;Q3;0.00;94,456.973888077002;Electric (kWh)
Elections;Steam;2012;Q3;53.012654894999997;618,374.38748907601;Steam (lbs)
Elections;Electric;2012;Q4;0.00;99,715.883792075998;Electric (kWh)
Elections;Steam;2012;Q4;23.744038476;276,966.04288244102;Steam (lbs)
Emergency Management;B20;2012;Q1;0.00;0.00;B20 (gallons)
Emergency Management;B5;2012;Q1;0.00;0.00;B5 (gallons)
Emergency Management;CNG;2012;Q1;0.00;0.00;CNG (GGE)
Emergency Management;Gasoline;2012;Q1;5.1191877559999996;570.499997377;Gasoline (gallons)
Emergency Management;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Emergency Management;B20;2012;Q2;0.00;0.00;B20 (gallons)
Emergency Management;B5;2012;Q2;0.00;0.00;B5 (gallons)
Emergency Management;CNG;2012;Q2;0.00;0.00;CNG (GGE)
Emergency Management;Gasoline;2012;Q2;4.0881716780000001;455.599997997;Gasoline (gallons)
Emergency Management;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Emergency Management;B20;2012;Q3;0.00;0.00;B20 (gallons)
Emergency Management;B5;2012;Q3;0.00;0.00;B5 (gallons)
Emergency Management;CNG;2012;Q3;0.00;0.00;CNG (GGE)
Emergency Management;Gasoline;2012;Q3;4.5233699319999996;504.099997282;Gasoline (gallons)
Emergency Management;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Emergency Management;B20;2012;Q4;0.00;0.00;B20 (gallons)
Emergency Management;B5;2012;Q4;0.00;0.00;B5 (gallons)
Emergency Management;CNG;2012;Q4;0.00;0.00;CNG (GGE)
Emergency Management;Gasoline;2012;Q4;4.0181810650000003;447.80000186000001;Gasoline (gallons)
Emergency Management;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Emergency Management;Electric;2012;Q1;0.00;527,762.85872038302;Electric (kWh)
Emergency Management;Natural Gas;2012;Q1;53.734675353;10,093.507553216999;Natural Gas (therms)
Emergency Management;Electric;2012;Q2;0.00;535,027.53498763905;Electric (kWh)
Emergency Management;Natural Gas;2012;Q2;46.661690428;8,764.9198899559997;Natural Gas (therms)
Emergency Management;Electric;2012;Q3;0.00;502,125.51910455298;Electric (kWh)
Emergency Management;Natural Gas;2012;Q3;67.951566482999993;12,764.004714608;Natural Gas (therms)
Emergency Management;Electric;2012;Q4;0.00;509,820.451760047;Electric (kWh)
Emergency Management;Natural Gas;2012;Q4;59.666133438999999;11,207.671109628;Natural Gas (therms)
Environment;Electric;2012;Q1;7.450933129;37,560.00;Electric (kWh)
Environment;Natural Gas;2012;Q1;0.83581886500000002;157.00;Natural Gas (therms)
Environment;Electric;2012;Q2;6.7605910820000004;34,080.00;Electric (kWh)
Environment;Natural Gas;2012;Q2;3.7798177989999999;710.00;Natural Gas (therms)
Environment;Electric;2012;Q3;7.484524339;33,720.00;Electric (kWh)
Environment;Natural Gas;2012;Q3;5.0628263750000002;951.00;Natural Gas (therms)
Environment;Electric;2012;Q4;8.1770426050000005;36,840.00;Electric (kWh)
Environment;Natural Gas;2012;Q4;2.150769564;404.00;Natural Gas (therms)
Ethics;Electric;2012;Q1;0.00;15,240.144750768;Electric (kWh)
Ethics;Natural Gas;2012;Q1;0.00033477600000000001;0.062884206999999998;Natural Gas (therms)
Ethics;Electric;2012;Q2;0.00;15,027.313152541999;Electric (kWh)
Ethics;Natural Gas;2012;Q2;0.043855634999999997;8.2378311029999995;Natural Gas (therms)
Ethics;Electric;2012;Q3;0.00;15,318.058283107001;Electric (kWh)
Ethics;Natural Gas;2012;Q3;0.30364168400000002;57.035975651000001;Natural Gas (therms)
Ethics;Electric;2012;Q4;0.00;13,630.403380645001;Electric (kWh)
Ethics;Natural Gas;2012;Q4;0.31418712300000001;59.016828168000004;Natural Gas (therms)
Fine Arts Museums of SF;B20;2012;Q1;0.57960606400000003;69.700000763000006;B20 (gallons)
Fine Arts Museums of SF;B5;2012;Q1;0.00;0.00;B5 (gallons)
Fine Arts Museums of SF;CNG;2012;Q1;0.00;0.00;CNG (GGE)
Fine Arts Museums of SF;Gasoline;2012;Q1;1.2104792719999999;134.899998665;Gasoline (gallons)
Fine Arts Museums of SF;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Fine Arts Museums of SF;B20;2012;Q2;0.79248861999999998;95.299999236999994;B20 (gallons)
Fine Arts Museums of SF;B5;2012;Q2;0.00;0.00;B5 (gallons)
Fine Arts Museums of SF;CNG;2012;Q2;0.00;0.00;CNG (GGE)
Fine Arts Museums of SF;Gasoline;2012;Q2;1.174586658;130.90000152600001;Gasoline (gallons)
Fine Arts Museums of SF;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Fine Arts Museums of SF;B20;2012;Q3;0.94217167599999996;113.29999923699999;B20 (gallons)
Fine Arts Museums of SF;B5;2012;Q3;0.089696140999999993;9.1000003809999992;B5 (gallons)
Fine Arts Museums of SF;CNG;2012;Q3;0.00;0.00;CNG (GGE)
Fine Arts Museums of SF;Gasoline;2012;Q3;0.90180259699999998;100.500001907;Gasoline (gallons)
Fine Arts Museums of SF;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Fine Arts Museums of SF;B20;2012;Q4;1.840270015;221.29999923700001;B20 (gallons)
Fine Arts Museums of SF;B5;2012;Q4;0.00;0.00;B5 (gallons)
Fine Arts Museums of SF;CNG;2012;Q4;0.00;0.00;CNG (GGE)
Fine Arts Museums of SF;Gasoline;2012;Q4;0.27278406900000002;30.400000572;Gasoline (gallons)
Fine Arts Museums of SF;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Fine Arts Museums of SF;Electric;2012;Q1;0.00;3,386,947.00;Electric (kWh)
Fine Arts Museums of SF;Natural Gas;2012;Q1;659.55691112199997;123,891.00;Natural Gas (therms)
Fine Arts Museums of SF;Electric;2012;Q2;0.00;3,213,308.00;Electric (kWh)
Fine Arts Museums of SF;Natural Gas;2012;Q2;659.06180822700003;123,798.00;Natural Gas (therms)
Fine Arts Museums of SF;Electric;2012;Q3;0.00;3,122,438.00;Electric (kWh)
Fine Arts Museums of SF;Natural Gas;2012;Q3;663.49643953199995;124,631.00;Natural Gas (therms)
Fine Arts Museums of SF;Electric;2012;Q4;0.00;3,171,753.00;Electric (kWh)
Fine Arts Museums of SF;Natural Gas;2012;Q4;575.416037448;108,086.00;Natural Gas (therms)
Fire Department;B20;2012;Q1;207.20292868999999;24,917.00;B20 (gallons)
Fire Department;B5;2012;Q1;0.00;0.00;B5 (gallons)
Fire Department;CNG;2012;Q1;2.052918365;332.19999945199999;CNG (GGE)
Fire Department;Diesel;2012;Q1;353.74405261999999;33,901.00;Diesel (gallons)
Fire Department;Gasoline;2012;Q1;112.390623635;12,525.200000286;Gasoline (gallons)
Fire Department;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Fire Department;B20;2012;Q2;204.042953055;24,537.00;B20 (gallons)
Fire Department;B5;2012;Q2;0.00;0.00;B5 (gallons)
Fire Department;CNG;2012;Q2;2.0047161899999999;324.39999985700001;CNG (GGE)
Fire Department;Diesel;2012;Q2;481.59945148000003;46,154.00;Diesel (gallons)
Fire Department;Gasoline;2012;Q2;149.74947798400001;16,688.600000858001;Gasoline (gallons)
Fire Department;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Fire Department;B20;2012;Q3;189.38232925299999;22,774.00;B20 (gallons)
Fire Department;B5;2012;Q3;204.24106186700001;20,721.00;B5 (gallons)
Fire Department;CNG;2012;Q3;1.1074141200000001;179.19999957100001;CNG (GGE)
Fire Department;Diesel;2012;Q3;109.3548176;10,480.00;Diesel (gallons)
Fire Department;Gasoline;2012;Q3;90.711469089999994;10,109.200001955;Gasoline (gallons)
Fire Department;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Fire Department;B20;2012;Q4;194.928918065;23,441.00;B20 (gallons)
Fire Department;B5;2012;Q4;397.442599132;40,322.00;B5 (gallons)
Fire Department;CNG;2012;Q4;0.89235826299999998;144.40000128700001;CNG (GGE)
Fire Department;Diesel;2012;Q4;18.782316000000002;1,800.00;Diesel (gallons)
Fire Department;Gasoline;2012;Q4;120.124590216;13,387.099997759;Gasoline (gallons)
Fire Department;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Fire Department;Electric;2012;Q1;0.00;1,008,518.14211076;Electric (kWh)
Fire Department;Natural Gas;2012;Q1;271.642658514;51,025.286883426001;Natural Gas (therms)
Fire Department;Electric;2012;Q2;0.00;1,055,713.0810867299;Electric (kWh)
Fire Department;Natural Gas;2012;Q2;300.01219712199998;56,354.21369538;Natural Gas (therms)
Fire Department;Electric;2012;Q3;0.00;1,140,526.06436782;Electric (kWh)
Fire Department;Natural Gas;2012;Q3;473.12269360400001;88,871.244686988997;Natural Gas (therms)
Fire Department;Electric;2012;Q4;0.00;1,018,680.1799373;Electric (kWh)
Fire Department;Natural Gas;2012;Q4;387.40047015599998;72,769.204353342997;Natural Gas (therms)
General Services Agency;B20;2012;Q1;0.00;0.00;B20 (gallons)
General Services Agency;B5;2012;Q1;0.758967316;77.00;B5 (gallons)
General Services Agency;CNG;2012;Q1;1.9484803159999999;315.29999983300002;CNG (GGE)
General Services Agency;Gasoline;2012;Q1;2.00729589;223.69999980899999;Gasoline (gallons)
General Services Agency;Propane;2012;Q1;0.00;0.00;Propane (gallons)
General Services Agency;B20;2012;Q2;0.00;0.00;B20 (gallons)
General Services Agency;B5;2012;Q2;0.34695649499999998;35.200000762999998;B5 (gallons)
General Services Agency;CNG;2012;Q2;1.9824690389999999;320.80000114400002;CNG (GGE)
General Services Agency;Gasoline;2012;Q2;2.314177956;257.89999914200001;Gasoline (gallons)
General Services Agency;Propane;2012;Q2;0.00;0.00;Propane (gallons)
General Services Agency;B20;2012;Q3;0.00;0.00;B20 (gallons)
General Services Agency;B5;2012;Q3;0.72545447799999996;73.600000381000001;B5 (gallons)
General Services Agency;CNG;2012;Q3;3.7104552819999999;600.41999910000004;CNG (GGE)
General Services Agency;Gasoline;2012;Q3;2.8292373610000001;315.300001442;Gasoline (gallons)
General Services Agency;Propane;2012;Q3;0.00;0.00;Propane (gallons)
General Services Agency;B20;2012;Q4;0.00;0.00;B20 (gallons)
General Services Agency;B5;2012;Q4;0.535219801;54.299999237000002;B5 (gallons)
General Services Agency;CNG;2012;Q4;3.1671302180000001;512.499997474;CNG (GGE)
General Services Agency;Gasoline;2012;Q4;3.497737769;389.80000007199999;Gasoline (gallons)
General Services Agency;Propane;2012;Q4;0.00;0.00;Propane (gallons)
General Services Agency;Electric;2012;Q1;0.00;278,453.09511599701;Electric (kWh)
General Services Agency;Natural Gas;2012;Q1;2.1653900350000002;406.74630539999998;Natural Gas (therms)
General Services Agency;Steam;2012;Q1;57.985495227999998;642,391.87180391594;Steam (lbs)
General Services Agency;Electric;2012;Q2;0.00;273,013.06736350502;Electric (kWh)
General Services Agency;Natural Gas;2012;Q2;2.139377439;401.8601061;Natural Gas (therms)
General Services Agency;Steam;2012;Q2;74.859581141000007;829,331.30539764802;Steam (lbs)
General Services Agency;Electric;2012;Q3;0.00;266,683.57703813998;Electric (kWh)
General Services Agency;Electric;2012;Q3;0.00;527,835.00;Electric (kWh)
General Services Agency;Natural Gas;2012;Q3;4.3320489770000004;813.73096210000006;Natural Gas (therms)
General Services Agency;Steam;2012;Q3;138.659239273;1,617,412.33908494;Steam (lbs)
General Services Agency;Electric;2012;Q4;0.00;274,375.66550661699;Electric (kWh)
General Services Agency;Electric;2012;Q4;0.00;576,857.00;Electric (kWh)
General Services Agency;Natural Gas;2012;Q4;2.6693576540000001;501.41145299999999;Natural Gas (therms)
General Services Agency;Steam;2012;Q4;62.104611038000002;724,428.92902562802;Steam (lbs)
Health Service System;Electric;2012;Q1;0.00;54,223.00;Electric (kWh)
Health Service System;Electric;2012;Q2;0.00;43,831.00;Electric (kWh)
Health Service System;Electric;2012;Q3;0.00;42,375.00;Electric (kWh)
Health Service System;Electric;2012;Q4;0.00;42,436.00;Electric (kWh)
Housing Authority;B20;2012;Q1;0.00;0.00;B20 (gallons)
Housing Authority;B5;2012;Q1;0.209948094;21.299999237000002;B5 (gallons)
Housing Authority;CNG;2012;Q1;0.00;0.00;CNG (GGE)
Housing Authority;Gasoline;2012;Q1;157.47447151899999;17,549.500011004999;Gasoline (gallons)
Housing Authority;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Housing Authority;B20;2012;Q2;0.00;0.00;B20 (gallons)
Housing Authority;B5;2012;Q2;0.18530629800000001;18.799999237000002;B5 (gallons)
Housing Authority;CNG;2012;Q2;0.00;0.00;CNG (GGE)
Housing Authority;Gasoline;2012;Q2;153.47423695399999;17,103.700029193998;Gasoline (gallons)
Housing Authority;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Housing Authority;B20;2012;Q3;0.00;0.00;B20 (gallons)
Housing Authority;B5;2012;Q3;0.00;0.00;B5 (gallons)
Housing Authority;CNG;2012;Q3;0.00;0.00;CNG (GGE)
Housing Authority;Gasoline;2012;Q3;167.33687147399999;18,648.599988587001;Gasoline (gallons)
Housing Authority;Propane;2012;Q3;0.13196983500000001;23.099999428;Propane (gallons)
Housing Authority;B20;2012;Q4;0.00;0.00;B20 (gallons)
Housing Authority;B5;2012;Q4;0.0946245;9.6000003809999992;B5 (gallons)
Housing Authority;CNG;2012;Q4;0.00;0.00;CNG (GGE)
Housing Authority;Gasoline;2012;Q4;173.59834253700001;19,346.399990304999;Gasoline (gallons)
Housing Authority;Propane;2012;Q4;0.018281536000000001;3.2000000480000002;Propane (gallons)
Housing Authority;Electric;2012;Q1;6.8157390959999997;5,544,420.00;Electric (kWh)
Housing Authority;Natural Gas;2012;Q1;2,504.677631392;470,478.00;Natural Gas (therms)
Housing Authority;Electric;2012;Q2;6.3017516699999998;5,814,053.00;Electric (kWh)
